Ver,9
Count,316
NodePath,TagName,ParName,SaveType,SaveCfg,SaveScript,StatTime,StatUnit
西部片区调压站\,testPDT_0102_HH,PV,0,0.000000,,,
西部片区调压站\,testPDT_0102_whz,PV,0,0.000000,,,
西部片区调压站\,testPDT_0102_whzzt,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_LL,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_L,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_H,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_HH,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_whz,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_1_whzzt,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_LL,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_L,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_H,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_HH,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_whz,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_2_whzzt,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_LL,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_L,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_H,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_HH,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_whz,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_3_AI_3_whzzt,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_LL,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_L,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_H,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_HH,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_whz,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_ZI_whzzt,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_LL,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_L,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_H,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_HH,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_whz,PV,0,0.000000,,,
西部片区调压站\,testSDV101B_ZI_whzzt,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_LL,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_L,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_H,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_HH,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_whz,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_ZI_whzzt,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_LoLoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_LoLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_HiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_LL,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_L,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_H,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_HH,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_whz,PV,0,0.000000,,,
西部片区调压站\,testSDV101D_ZI_whzzt,PV,0,0.000000,,,
西部片区调压站\,testESD,PV,0,0.000000,,,
西部片区调压站\,testESDV101_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV101_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV101_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV101_F,PV,0,0.000000,,,
西部片区调压站\,testESDV102_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV102_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV102_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV102_F,PV,0,0.000000,,,
西部片区调压站\,testESDV103_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV103_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV103_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV103_F,PV,0,0.000000,,,
西部片区调压站\,testESDV104_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV104_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV104_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV104_F,PV,0,0.000000,,,
西部片区调压站\,testESDV105_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV105_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV105_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV105_F,PV,0,0.000000,,,
西部片区调压站\,testESDV106_OF,PV,0,0.000000,,,
西部片区调压站\,testESDV106_CF,PV,0,0.000000,,,
西部片区调压站\,testESDV106_RL,PV,0,0.000000,,,
西部片区调压站\,testESDV106_F,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_9,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_10,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_11,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_12,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_13,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_14,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_5_DI_15,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_OF,PV,0,0.000000,,,
西部片区调压站\,testSDV101A_CF,PV,0,0.000000,,,
西部片区调压站\,testPCV101B_OF,PV,0,0.000000,,,
西部片区调压站\,testPCV101B_CF,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_OF,PV,0,0.000000,,,
西部片区调压站\,testSDV101C_CF,PV,0,0.000000,,,
西部片区调压站\,testPCV101D_OF,PV,0,0.000000,,,
西部片区调压站\,testPCV101D_CF,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_8,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_9,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_10,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_11,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_12,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_13,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_14,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_6_DI_15,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_0,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_1,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_2,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_3,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_4,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_5,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_6,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_7,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_8,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_9,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_10,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_11,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_12,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_13,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_14,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_7_DI_15,PV,0,0.000000,,,
西部片区调压站\,testESDV101_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV101_ZXC,PV,0,0.000000,,,
西部片区调压站\,testESDV102_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV102_ZXC,PV,0,0.000000,,,
西部片区调压站\,testESDV103_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV103_ZXC,PV,0,0.000000,,,
西部片区调压站\,testESDV104_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV104_ZXC,PV,0,0.000000,,,
西部片区调压站\,testESDV105_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV105_ZXC,PV,0,0.000000,,,
西部片区调压站\,testESDV106_ZXO,PV,0,0.000000,,,
西部片区调压站\,testESDV106_ZXC,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_8_DO_12,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_8_DO_13,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_8_DO_14,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_8_DO_15,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_0,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_1,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_2,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_3,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_4,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_5,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_6,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_7,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_8,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_9,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_10,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_11,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_12,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_13,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_14,PV,0,0.000000,,,
西部片区调压站\,testYLDW1_9_DO_15,PV,0,0.000000,,,
西部片区调压站\,testGT_0101,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__H,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__HH,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__HiLimit,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__XUS,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__whz,PV,0,0.000000,,,
西部片区调压站\,testGT_0101__whzzt,PV,0,0.000000,,,
西部片区调压站\,testGT_0102,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__H,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__HH,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__HiHiLimit,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__HiLimit,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__XUS,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__whz,PV,0,0.000000,,,
西部片区调压站\,testGT_0102__whzzt,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_C_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_C_CLOSE,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_C_OPEN,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_DA,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_S_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_S_CLOSE,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_S_OPEN,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_XSC,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_XSO,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_ZIA,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_ZIC,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_ZIO,PV,0,0.000000,,,
西部片区调压站\,testMOV0101_ZIX,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_C_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_C_CLOSE,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_C_OPEN,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_DA,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_S_AM,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_S_CLOSE,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_S_OPEN,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_XSC,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_XSO,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_ZIA,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_ZIC,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_ZIO,PV,0,0.000000,,,
西部片区调压站\,testMOV0102_ZIX,PV,0,0.000000,,,

ExitSave,Count,0,,,,,
NodePath,TagName,ParName,,,,,
